year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1985	825848.0		53335.0	4400.0	1825.0	2572.0	3.0	48935.0	23472.0	25463.0				17.0	1271.0	978.0		48.0		5.0	11.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1986	878084.0		55598.0	4770.0	2153.0	2609.0	8.0	50804.0	23850.0	26954.0	24.0		24.0	12.0	686.0	495.0		113.0		5.0	13.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1987	926476.0		54607.0	4846.0	2298.0	2534.0	14.0	49666.0	23411.0	26255.0	95.0	10.0	85.0	9.0	535.0	392.0		173.0		6.0	18.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1988	929021.0		54918.0	5486.0	2804.0	2666.0	16.0	49141.0	24225.0	24916.0	291.0	5.0	286.0	11.0	394.0	206.0		26.0		8.0	23.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1989	922827.0		49811.0	6305.0	3364.0	2935.0	6.0	43379.0	22177.0	21202.0	127.0	7.0	120.0	28.0	366.0	213.0	4.0	13.0		1.0	11.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1990	882339.0		50449.0	7929.0	4413.0	3512.0	4.0	42390.0	22059.0	20331.0	130.0		130.0	21.0	342.0	205.0	1.0	34.0		1.0	13.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1991	849701.0		49996.0	8556.0	4484.0	4003.0	69.0	41376.0	23373.0	18003.0	64.0	3.0	61.0	25.0	300.0	142.0		44.0	1.0	5.0	17.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1992	831830.0		50590.0	8626.0	4389.0	4169.0	68.0	41850.0	22323.0	19527.0	114.0	1.0	113.0	28.0	320.0	159.0		100.0	3.0	22.0	13.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1993	803957.0		49946.0	8769.0	3927.0	4824.0	18.0	41161.0	20310.0	20851.0	16.0	9.0	7.0	19.0	315.0	157.0		161.0		10.0	8.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1994	753083.0		49150.0	8384.0	3662.0	4715.0	7.0	40766.0	20662.0	20104.0				14.0	366.0	182.0		142.0		35.0	9.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1995	687410.0	43202.0	42869.0	7945.0	3575.0	4366.0	4.0	34924.0	17134.0	17790.0				10.0	323.0	163.0		99.0	2.0	23.0	3.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1996	675866.0	41936.0	41630.0	7901.0	3708.0	4182.0	11.0	33727.0	16091.0	17636.0	2.0	1.0	1.0	5.0	301.0	161.0		51.0		44.0	8.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1997	663075.0	40239.0	39929.0	7041.0	3309.0	3718.0	14.0	32888.0	15070.0	17818.0				22.0	288.0	159.0		32.0	1.0	35.0	8.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1998	663309.0	36318.0	36050.0	5773.0	3140.0	2628.0	5.0	30277.0	12567.0	17710.0				15.0	253.0	177.0		23.0		32.0	1.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
1999	645768.0	37952.0	37707.0	5544.0	2669.0	2871.0	4.0	32161.0	15420.0	16741.0	2.0	2.0		10.0	230.0	178.0	5.0	15.0		38.0	2.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2000	647798.0	40666.0	40473.0	5302.0	2497.0	2796.0	9.0	35171.0	16826.0	18345.0				6.0	182.0	129.0	5.0	39.0		17.0	4.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2001	627169.0	34585.0	34466.0	4207.0	2140.0	2057.0	10.0	30259.0	14160.0	16099.0				3.0	115.0	94.0	1.0	23.0		1.0	16.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2002	634893.0	40047.0	39935.0	5039.0	2617.0	2418.0	4.0	34896.0	14086.0	20810.0				1.0	111.0	100.0		19.0		1.0	37.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2003	625729.0	38059.0	37949.0	4776.0	2305.0	2468.0	3.0	33171.0	15590.0	17581.0	2.0	1.0	1.0	2.0	107.0	84.0	1.0	85.0			5.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2004	635861.0	38811.0	38590.0	4735.0	2572.0	2162.0	1.0	33850.0	16186.0	17664.0	5.0	1.0	4.0	4.0	217.0	162.0		139.0		2.0	2.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2005	638960.0	37110.0	36947.0	4625.0	2440.0	2185.0		32320.0	15408.0	16912.0	2.0	2.0		7.0	156.0	103.0		45.0		1.0	1.0	愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2006	636673.0	38996.0	38788.0	4406.0	2245.0	2160.0	1.0	34378.0	17530.0	16848.0	4.0	1.0	3.0	4.0	204.0	149.0		37.0				愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2007	636416.0	37503.0	37332.0	4144.0	2004.0	2133.0	7.0	33155.0	16356.0	16799.0	33.0	22.0	11.0	5.0	165.0	107.0	1.0	62.0		1.0		愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2008	644896.0	38564.0	38385.0	4086.0	1879.0	2205.0	2.0	34291.0	16417.0	17874.0	8.0	5.0	3.0	4.0	175.0	107.0		52.0				愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
2009	634030.0	36177.0	36008.0	4353.0	1970.0	2380.0	3.0	31638.0	15773.0	15865.0	17.0	9.0	8.0	7.0	157.0	111.0	5.0	67.0				愛知	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117967&fileKind=0
