year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1997	728252.0	28275.0	28215.0	8457.0	3379.0	5044.0	34.0	19608.0	4435.0	15173.0	150.0	53.0	97.0	7.0	53.0	36.0		871.0	4.0	91.0	8.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
1998	711624.0	28449.0	28349.0	8620.0	4146.0	4401.0	73.0	19530.0	4482.0	15048.0	199.0	3.0	196.0	9.0	90.0	52.0	1.0	1150.0	1.0	52.0	10.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
1999	697869.0	28915.0	28844.0	7923.0	3572.0	4287.0	64.0	20908.0	4164.0	16744.0	13.0		13.0	14.0	57.0	40.0		1106.0		80.0	3.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2000	672441.0	27040.0	26976.0	7663.0	3735.0	3882.0	46.0	19305.0	4780.0	14525.0	8.0	4.0	4.0	17.0	47.0	27.0		1110.0		65.0	9.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2001	665385.0	23677.0	23598.0	6742.0	3289.0	3417.0	36.0	16850.0	4291.0	12559.0	6.0	4.0	2.0	40.0	36.0	14.0	3.0	995.0		28.0	7.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2002	682405.0	31087.0	31045.0	7298.0	3430.0	3836.0	32.0	23714.0	5022.0	18692.0	33.0	12.0	21.0	3.0	39.0	21.0		1069.0		26.0	3.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2003	709068.0	32565.0	32446.0	7307.0	4018.0	3283.0	6.0	25132.0	6331.0	18801.0	7.0	2.0	5.0	3.0	116.0	94.0		1010.0		40.0	3.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2004	733943.0	31207.0	31087.0	5673.0	2623.0	3043.0	7.0	25203.0	6391.0	18812.0	211.0	120.0	91.0	5.0	110.0	69.0	5.0	948.0		46.0	6.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2005	715009.0	30946.0	30868.0	5563.0	2360.0	3185.0	18.0	25199.0	6063.0	19136.0	106.0	51.0	55.0	2.0	75.0	40.0	1.0	1083.0		38.0	4.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2006	699069.0	30031.0	29925.0	4948.0	2302.0	2637.0	9.0	24967.0	6088.0	18879.0	10.0	7.0	3.0	1.0	105.0	90.0		1076.0		26.0	6.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2007	704483.0	30262.0	30194.0	4887.0	2107.0	2764.0	16.0	25306.0	6090.0	19216.0	1.0	1.0		2.0	65.0	50.0	1.0	834.0		29.0	1.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2008	724699.0	31864.0	31808.0	5237.0	2233.0	2992.0	12.0	26555.0	5895.0	20660.0	16.0	2.0	14.0	3.0	53.0	35.0		767.0		37.0	5.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
2009	723854.0	33423.0	33318.0	5439.0	2337.0	3087.0	15.0	27878.0	5889.0	21989.0	1.0		1.0	4.0	99.0	75.0	2.0	756.0		43.0	18.0	青森	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117926&fileKind=0
