year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1995	1042362.0	259651.0	254912.0	29806.0	14435.0	15244.0	127.0	213572.0	103279.0	110293.0	11534.0	4494.0	7040.0	40.0	4589.0	2843.0	110.0	7379.0	224.0	4898.0	44.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1996	984629.0	232362.0	228858.0	22734.0	10751.0	11840.0	143.0	198273.0	91753.0	106520.0	7851.0	3567.0	4284.0	70.0	3347.0	1880.0	87.0	6593.0	129.0	4153.0	27.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1997	971134.0	216411.0	214011.0	33560.0	11737.0	21769.0	54.0	172248.0	88581.0	83667.0	8203.0	3293.0	4910.0	77.0	2290.0	1534.0	33.0	6965.0	191.0	3626.0	17.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1998	987914.0	225210.0	220167.0	36385.0	16224.0	20068.0	93.0	173967.0	86386.0	87581.0	9815.0	3708.0	6107.0	158.0	4816.0	2699.0	69.0	6612.0	182.0	2539.0	20.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1999	959623.0	221890.0	217322.0	34023.0	16360.0	17571.0	92.0	171628.0	84610.0	87018.0	11671.0	4551.0	7120.0	174.0	4252.0	2302.0	142.0	5542.0	117.0	2321.0	16.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2000	952404.0	208239.0	206114.0	30619.0	15655.0	14834.0	130.0	172398.0	87612.0	84786.0	3097.0	1342.0	1755.0	125.0	1876.0	1323.0	124.0	4686.0		1800.0	21.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2001	925081.0	173373.0	171224.0	23891.0	10703.0	13137.0	51.0	145364.0	66929.0	78435.0	1969.0	821.0	1148.0	61.0	1953.0	1608.0	135.0	3557.0		2373.0	20.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2002	937177.0	198706.0	196250.0	24389.0	11501.0	12840.0	48.0	170122.0	68738.0	101384.0	1739.0	672.0	1067.0	23.0	2409.0	1921.0	24.0	3496.0		2253.0	60.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2003	948009.0	207942.0	203075.0	17219.0	8365.0	8820.0	34.0	184694.0	84373.0	100321.0	1162.0	713.0	449.0	11.0	4824.0	3913.0	32.0	4098.0		2447.0	40.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2004	951241.0	245115.0	238379.0	16677.0	7445.0	9151.0	81.0	220214.0	100547.0	119667.0	1488.0	720.0	768.0	8.0	6712.0	4531.0	16.0	2847.0		2684.0	86.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2005	923507.0	241999.0	236128.0	16663.0	7687.0	8935.0	41.0	217786.0	96126.0	121660.0	1679.0	722.0	957.0	15.0	5809.0	4410.0	47.0	2896.0		2459.0	98.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2006	926056.0	252102.0	247537.0	15253.0	6453.0	8757.0	43.0	231015.0	107011.0	124004.0	1269.0	644.0	625.0	16.0	4535.0	3799.0	14.0	2288.0		2249.0	115.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2007	961062.0	243601.0	238127.0	15557.0	6303.0	9203.0	51.0	221228.0	96514.0	124714.0	1342.0	702.0	640.0	3.0	5446.0	4986.0	25.0	2164.0		2598.0	133.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2008	943523.0	255907.0	248658.0	17127.0	7880.0	9190.0	57.0	230048.0	100902.0	129146.0	1483.0	745.0	738.0	26.0	7206.0	5982.0	17.0	2017.0		3182.0	125.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
2009	992356.0	257221.0	249688.0	21753.0	11145.0	10561.0	47.0	226506.0	95480.0	131026.0	1429.0	723.0	706.0	29.0	7483.0	6022.0	21.0	2087.0		4148.0	121.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
