year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1985	1181955.0		192771.0	16826.0	10458.0	6238.0	130.0	172599.0	95170.0	77429.0	3346.0	1631.0	1715.0	41.0	12396.0	5066.0	15.0	8774.0	158.0	2278.0	84.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1986	1249330.0		198322.0	12608.0	7662.0	4855.0	91.0	180456.0	103534.0	76922.0	5258.0	1721.0	3537.0	41.0	7995.0	3929.0	19.0	9666.0	120.0	2730.0	50.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1987	1275600.0		194048.0	8430.0	4359.0	3950.0	121.0	178214.0	99780.0	78434.0	7404.0	1443.0	5961.0	43.0	5689.0	3474.0	14.0	8340.0	71.0	3564.0	45.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1988	1239143.0		193013.0	7204.0	2974.0	4064.0	166.0	177670.0	97580.0	80090.0	8139.0	1534.0	6605.0	41.0	4893.0	3003.0	10.0	6374.0	82.0	4022.0	63.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1989	1212104.0		175198.0	10153.0	4090.0	5903.0	160.0	156816.0	76145.0	80671.0	8229.0	1549.0	6680.0	52.0	4795.0	3068.0	15.0	6147.0	63.0	4286.0	86.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1990	1176920.0		181269.0	12150.0	3858.0	8053.0	239.0	159804.0	83632.0	76172.0	9315.0	1803.0	7512.0	57.0	5934.0	2998.0	111.0	5560.0	56.0	5606.0	66.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1991	1132344.0		221369.0	22361.0	6047.0	16133.0	181.0	188512.0	95863.0	92649.0	10496.0	3263.0	7233.0	30.0	7024.0	3013.0	155.0	5036.0	74.0	5348.0	69.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1992	1085377.0		248020.0	26250.0	9573.0	16559.0	118.0	209913.0	104165.0	105748.0	11857.0	3356.0	8501.0	47.0	9780.0	3369.0	196.0	5052.0	122.0	5713.0	40.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1993	1106228.0		267613.0	29250.0	11585.0	17587.0	78.0	226099.0	116039.0	110060.0	12264.0	4200.0	8064.0	32.0	9587.0	3097.0	135.0	5583.0	126.0	5548.0	43.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
1994	1074461.0		269295.0	32117.0	13754.0	18280.0	83.0	223793.0	120655.0	103138.0	13385.0	4661.0	8724.0	36.0	6762.0	3237.0	142.0	6607.0	126.0	5578.0	45.0	北海道	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117925&fileKind=0
