year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1995	1052682.0	52781.0	52444.0	14235.0	5197.0	9016.0	22.0	38024.0	20141.0	17883.0	185.0	85.0	100.0	44.0	291.0	165.0	2.0	69.0		86.0	34.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
1996	1045489.0	50619.0	50352.0	14033.0	5330.0	8700.0	3.0	36213.0	18440.0	17773.0	106.0	75.0	31.0	36.0	230.0	80.0	1.0	93.0		14.0	3.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
1997	1070304.0	50980.0	50695.0	19031.0	8595.0	10433.0	3.0	31637.0	15872.0	15765.0	27.0	12.0	15.0	17.0	177.0	63.0	91.0	56.0		37.0	5.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
1998	1079775.0	50002.0	49632.0	20508.0	9104.0	11400.0	4.0	29108.0	14320.0	14788.0	16.0	10.0	6.0	25.0	199.0	114.0	146.0	66.0		74.0	8.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
1999	1098821.0	49439.0	49197.0	21116.0	9322.0	11793.0	1.0	28005.0	13905.0	14100.0	76.0	69.0	7.0	33.0	200.0	120.0	9.0	65.0		14.0	4.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2000	1106779.0	49674.0	48964.0	22001.0	10120.0	11880.0	1.0	26925.0	13711.0	13214.0	38.0	36.0	2.0	28.0	675.0	350.0	7.0	54.0		49.0	11.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2001	1098910.0	38134.0	37737.0	19470.0	9169.0	10300.0	1.0	18251.0	9146.0	9105.0	16.0	7.0	9.0	28.0	368.0	191.0	1.0	195.0		1.0	3.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2002	1119318.0	41510.0	41354.0	10829.0	4223.0	6606.0		30516.0	13919.0	16597.0	9.0	7.0	2.0	13.0	143.0	71.0		157.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2003	1106095.0	42502.0	42325.0	9316.0	3277.0	6023.0	16.0	32987.0	16191.0	16796.0	22.0	12.0	10.0	9.0	167.0	119.0	1.0	206.0		12.0		群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2004	1099547.0	43359.0	43225.0	9642.0	3664.0	5972.0	6.0	33567.0	18141.0	15426.0	16.0	15.0	1.0	12.0	120.0	94.0	2.0	201.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2005	1057514.0	41490.0	41366.0	9235.0	3454.0	5777.0	4.0	32106.0	16440.0	15666.0	25.0	20.0	5.0	7.0	115.0	96.0	2.0	144.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2006	1052280.0	41155.0	41060.0	9706.0	3625.0	6076.0	5.0	31317.0	17198.0	14119.0	37.0	17.0	20.0	6.0	75.0	58.0	14.0	152.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2007	1077310.0	43550.0	43454.0	10371.0	3658.0	6705.0	8.0	33025.0	17480.0	15545.0	58.0	32.0	26.0	5.0	85.0	71.0	6.0	83.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2008	1095866.0	43258.0	43098.0	9807.0	3602.0	6204.0	1.0	33241.0	17840.0	15401.0	50.0	27.0	23.0	19.0	134.0	84.0	7.0	106.0			34.0	群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
2009	1142374.0	41758.0	41660.0	9936.0	3854.0	6080.0	2.0	31714.0	17094.0	14620.0	10.0	2.0	8.0	14.0	84.0	63.0		110.0				群馬	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117954&fileKind=0
