year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1995	376305.0	34838.0	34737.0	18419.0	7035.0	11346.0	38.0	16177.0	5475.0	10702.0	141.0	26.0	115.0	55.0	45.0	21.0	1.0	167.0	1.0	14.0	44.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
1996	357191.0	33604.0	33510.0	18724.0	7075.0	11635.0	14.0	14755.0	4882.0	9873.0	31.0	18.0	13.0	55.0	35.0	26.0	4.0	104.0		15.0	31.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
1997	350291.0	33051.0	32974.0	19149.0	7831.0	11295.0	23.0	13783.0	4805.0	8978.0	42.0	17.0	25.0	39.0	34.0	24.0	4.0	171.0		11.0	23.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
1998	352545.0	31442.0	31348.0	18535.0	7618.0	10903.0	14.0	12791.0	5127.0	7664.0	22.0	4.0	18.0	41.0	52.0	33.0	1.0	93.0		13.0	22.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
1999	341663.0	30637.0	30527.0	17993.0	6968.0	11010.0	15.0	12527.0	5078.0	7449.0	7.0	2.0	5.0	60.0	44.0	24.0	6.0	81.0		11.0	15.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2000	332458.0	30877.0	30814.0	17878.0	6639.0	11207.0	32.0	12925.0	4868.0	8057.0	11.0	3.0	8.0	41.0	18.0	13.0	4.0	65.0		9.0	16.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2001	334973.0	29151.0	29112.0	16898.0	5840.0	11047.0	11.0	12204.0	3698.0	8506.0	10.0	4.0	6.0	29.0	8.0	5.0	2.0	62.0		9.0	7.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2002	322604.0	32330.0	32306.0	18101.0	5733.0	12355.0	13.0	14187.0	3573.0	10614.0	18.0	2.0	16.0	15.0	9.0	4.0		69.0				長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2003	322762.0	30014.0	29959.0	16325.0	5358.0	10951.0	16.0	13628.0	3741.0	9887.0	6.0	1.0	5.0	28.0	25.0	9.0	2.0	72.0		10.0	5.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2004	335541.0	31380.0	31320.0	17817.0	5857.0	11951.0	9.0	13499.0	3471.0	10028.0	4.0	2.0	2.0	15.0	45.0	16.0		63.0		5.0		長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2005	337316.0	29705.0	29653.0	17829.0	4779.0	13042.0	8.0	11810.0	3148.0	8662.0	14.0	8.0	6.0	24.0	28.0	21.0		62.0		6.0	2.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2006	354420.0	29897.0	29828.0	18407.0	5582.0	12817.0	8.0	11416.0	2905.0	8511.0	5.0	2.0	3.0	34.0	35.0	30.0		59.0		1.0	1.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2007	361979.0	27182.0	27126.0	15713.0	4621.0	11085.0	7.0	11086.0	3468.0	7618.0	327.0	20.0	307.0	24.0	32.0	25.0		49.0		3.0	3.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2008	368637.0	30299.0	30245.0	19371.0	5835.0	13527.0	9.0	10482.0	2976.0	7506.0	392.0	24.0	368.0	27.0	27.0	14.0		53.0		2.0	1.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
2009	376919.0	28581.0	28508.0	18631.0	5941.0	12681.0	9.0	9542.0	2994.0	6548.0	335.0	18.0	317.0	28.0	44.0	27.0	1.0	32.0		3.0	4.0	長崎	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117986&fileKind=0
