year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1995	13555.0	2504.0	2394.0	684.0	337.0	345.0	2.0	1710.0	1255.0	455.0					110.0	8.0		52.0		53.0	49.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
1996	12065.0	2235.0	2181.0	506.0	286.0	218.0	2.0	1675.0	1216.0	459.0				2.0	52.0	7.0		47.0		30.0	28.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
1997	11380.0	1843.0	1804.0	555.0	305.0	250.0		1249.0	1000.0	249.0				1.0	38.0	16.0		61.0		19.0	39.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
1998	11088.0	1769.0	1724.0	556.0	274.0	281.0	1.0	1166.0	1024.0	142.0	2.0	1.0	1.0	1.0	44.0	11.0		68.0		13.0	23.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
1999	10644.0	1863.0	1836.0	853.0	442.0	396.0	15.0	983.0	893.0	90.0				4.0	23.0	10.0		60.0		22.0	30.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2000	9906.0	1368.0	1350.0	465.0	174.0	291.0		885.0	789.0	96.0					18.0	2.0		36.0		10.0	20.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2001	8896.0	1250.0	1235.0	479.0	244.0	235.0		754.0	606.0	148.0	2.0	1.0	1.0	1.0	14.0	10.0		17.0		4.0	42.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2002	9866.0	1167.0	1142.0	466.0	163.0	297.0	6.0	676.0	583.0	93.0				1.0	22.0	11.0	2.0	44.0		31.0	40.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2003	9146.0	955.0	937.0	291.0	77.0	213.0	1.0	645.0	578.0	67.0	1.0	1.0			18.0	9.0		58.0		3.0	42.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2004	9625.0	991.0	973.0	254.0	73.0	181.0		719.0	626.0	93.0					18.0	8.0		58.0			41.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2005	8910.0	893.0	881.0	272.0	77.0	195.0		608.0	526.0	82.0	1.0		1.0	1.0	11.0	5.0		57.0			46.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2006	7753.0	869.0	860.0	250.0	69.0	181.0		609.0	515.0	94.0	1.0	1.0		1.0	8.0	5.0		56.0			46.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2007	8994.0	766.0	755.0	239.0	69.0	170.0		516.0	460.0	56.0					11.0	4.0		57.0			25.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2008	8639.0	823.0	798.0	245.0	107.0	138.0		553.0	477.0	76.0				1.0	24.0	17.0		58.0			55.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
2009	8919.0	754.0	720.0	289.0	162.0	126.0	1.0	429.0	377.0	52.0	2.0	2.0		1.0	33.0	27.0		52.0			35.0	東京	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117957&fileKind=0
