year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1996	206275.0	30255.0	30180.0	14770.0	6180.0	8578.0	12.0	15252.0	9550.0	5702.0	158.0	34.0	124.0	11.0	63.0	12.0	1.0	450.0	2.0	385.0	14.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
1997	205943.0	26299.0	26236.0	11989.0	5039.0	6942.0	8.0	14192.0	9083.0	5109.0	55.0	30.0	25.0	13.0	49.0	5.0	1.0	488.0	2.0	390.0	5.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
1998	194805.0	24699.0	24634.0	9831.0	4165.0	5660.0	6.0	14757.0	9006.0	5751.0	46.0	3.0	43.0	5.0	60.0	32.0		495.0		333.0	12.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
1999	191772.0	23424.0	23367.0	9407.0	3847.0	5553.0	7.0	13957.0	8292.0	5665.0	3.0		3.0	11.0	46.0	32.0		530.0		284.0	19.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2000	188680.0	22836.0	22810.0	9470.0	3938.0	5526.0	6.0	13340.0	7620.0	5720.0				7.0	19.0	12.0		467.0		269.0	27.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2001	173191.0	21185.0	21166.0	9204.0	3586.0	5616.0	2.0	11960.0	6720.0	5240.0	2.0	2.0		5.0	14.0	4.0		864.0		282.0	24.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2002	165005.0	22012.0	21956.0	10006.0	3544.0	6456.0	6.0	11950.0	6629.0	5321.0					48.0	42.0	8.0	1161.0		238.0	31.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2003	177023.0	19121.0	19107.0	8592.0	2974.0	5591.0	27.0	10512.0	6847.0	3665.0	3.0	3.0		3.0	11.0	6.0		1224.0		174.0	38.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2004	184304.0	19814.0	19757.0	8651.0	3269.0	5377.0	5.0	11095.0	7509.0	3586.0	11.0	11.0		1.0	50.0	30.0	6.0	1142.0		342.0	59.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2005	181647.0	19175.0	19124.0	8703.0	3027.0	5675.0	1.0	10417.0	7071.0	3346.0	4.0	4.0		3.0	47.0	31.0	1.0	1001.0		275.0	35.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2006	160879.0	18179.0	18153.0	7961.0	2774.0	5187.0		10169.0	6905.0	3264.0	23.0	7.0	16.0	1.0	22.0	15.0	3.0	707.0		206.0	43.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2007	160547.0	18279.0	18242.0	8185.0	2814.0	5367.0	4.0	9892.0	6614.0	3278.0	165.0	82.0	83.0	2.0	33.0	28.0	2.0	100.0		247.0	62.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2008	156619.0	17898.0	17841.0	7907.0	2679.0	5224.0	4.0	9912.0	6489.0	3423.0	22.0	8.0	14.0		53.0	39.0	4.0	32.0		232.0	57.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
2009	150096.0	16756.0	16731.0	7951.0	2628.0	5308.0	15.0	8774.0	5820.0	2954.0	6.0	1.0	5.0	4.0	20.0	9.0	1.0	23.0		233.0	23.0	長野	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117964&fileKind=0
