year	pig	cattle	adult_cattle	wagyu	wagyu_heifer	wagyu_steer	wagyu_bull	dairy_cattle	dairy_cow	dairy_fattening_bull	other	other_cow	other_bull	calf_wagyu	calf_dairy	calf_dairy_fattening_bull	calf_other	horse	foal	sheep	goat	prefecture	source_url
1995	358458.0	19482.0	19333.0	3437.0	720.0	2717.0		15879.0	8034.0	7845.0	17.0	10.0	7.0	12.0	137.0	66.0		86.0		23.0	12.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
1996	333590.0	14542.0	14476.0	3049.0	727.0	2322.0		11412.0	6569.0	4843.0	15.0	8.0	7.0	6.0	56.0	27.0	4.0	58.0		29.0	3.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
1997	311470.0	13916.0	13842.0	3901.0	1711.0	2187.0	3.0	9919.0	6482.0	3437.0	22.0	12.0	10.0	10.0	50.0	26.0	14.0	56.0		12.0	6.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
1998	325110.0	11980.0	11641.0	1340.0	697.0	640.0	3.0	10278.0	5910.0	4368.0	23.0	14.0	9.0	11.0	268.0	84.0	60.0	30.0		29.0	19.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
1999	331795.0	12726.0	12220.0	2627.0	1182.0	1433.0	12.0	9527.0	5346.0	4181.0	66.0	31.0	35.0	13.0	483.0	375.0	10.0	18.0		39.0	8.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2000	311306.0	12108.0	11741.0	1541.0	910.0	626.0	5.0	10198.0	6491.0	3707.0	2.0	2.0		13.0	347.0	240.0	7.0	33.0		38.0	18.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2001	281066.0	12130.0	11836.0	4141.0	2001.0	2138.0	2.0	7691.0	4478.0	3213.0	4.0	4.0		6.0	282.0	210.0	6.0	27.0			7.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2002	265112.0	15656.0	15415.0	2320.0	1093.0	1225.0	2.0	13092.0	5094.0	7998.0	3.0	3.0		3.0	219.0	157.0	19.0	34.0			2.0	埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2003	249489.0	15422.0	14986.0	2130.0	733.0	1397.0		12850.0	5835.0	7015.0	6.0	2.0	4.0	1.0	426.0	361.0	9.0	33.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2004	260675.0	16208.0	15532.0	2057.0	756.0	1299.0	2.0	13453.0	6129.0	7324.0	22.0	3.0	19.0	1.0	655.0	601.0	20.0	23.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2005	255315.0	14676.0	14158.0	2283.0	732.0	1548.0	3.0	11705.0	5646.0	6059.0	170.0	17.0	153.0	1.0	447.0	407.0	70.0	18.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2006	240572.0	14743.0	14534.0	2212.0	572.0	1639.0	1.0	12059.0	5526.0	6533.0	263.0	16.0	247.0	2.0	187.0	158.0	20.0	17.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2007	232460.0	14420.0	14302.0	2520.0	551.0	1969.0		11596.0	5340.0	6256.0	186.0	18.0	168.0	1.0	105.0	75.0	12.0	7.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2008	213320.0	14096.0	14005.0	2565.0	638.0	1925.0	2.0	11114.0	5301.0	5813.0	326.0	90.0	236.0		86.0	54.0	5.0	8.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
2009	222020.0	13782.0	13657.0	2923.0	644.0	2279.0		10645.0	4888.0	5757.0	89.0	4.0	85.0	1.0	122.0	104.0	2.0	10.0				埼玉	https://www.e-stat.go.jp/stat-search/file-download?statInfId=000032117955&fileKind=0
